"Id","label"
423,"6"
424,"16"
425,"2"
426,"1"
427,"6"
428,"6"
429,"16"
430,"6"
431,"12"
432,"2"
433,"12"
434,"12"
435,"6"
436,"2"
437,"16"
438,"1"
439,"1"
440,"6"
441,"2"
442,"2"
443,"6"
444,"22"
445,"6"
446,"16"
447,"6"
448,"16"
449,"1"
450,"18"
451,"2"
452,"1"
453,"16"
454,"12"
455,"2"
456,"2"
457,"12"
458,"16"
459,"6"
460,"18"
461,"18"
462,"18"
463,"16"
464,"1"
465,"6"
466,"22"
467,"22"
468,"12"
469,"2"
470,"1"
471,"1"
472,"18"
473,"18"
474,"6"
475,"1"
476,"18"
477,"16"
478,"1"
479,"2"
480,"2"
481,"1"
482,"2"
483,"1"
484,"12"
485,"1"
486,"18"
487,"22"
488,"2"
489,"2"
490,"6"
491,"1"
492,"2"
493,"2"
494,"1"
495,"2"
496,"2"
497,"16"
498,"18"
499,"22"
500,"12"
